src	desc	lat	lon	name	cmt	NULL
34	Pancras Road, King's Cross	51.5341235	-0.129386874	TBA34	TBA34	NULL
36	De Vere Gardens, Kensington	51.50173726	-0.184980612	TBA35	TBA35	NULL
37	Penywern Road, Earl's Court	51.49159394	-0.192369256	TBA36	TBA36	NULL
39	Shoreditch High Street, Shoreditch	51.5263778	-0.078130921	TBA37	TBA37	NULL
40	Commercial Street, Shoreditch	51.52127071	-0.0755789	TBA38	TBA38	NULL
41	Pindar Street, Liverpool Street	51.520955	-0.083493552	TBA39	TBA39	NULL
42	Wenlock Road , Hoxton	51.53099181	-0.093903825	TBA40	TBA40	NULL
43	Crawford Street, Marylebone	51.52026	-0.157183945	TBA41	TBA41	NULL
44	Bruton Street, Mayfair	51.51073687	-0.144165239	TBA42	TBA42	NULL
45	Boston Place, Marylebone	51.522511	-0.162298	TBA43	TBA43	NULL
46	Nesham Street, Wapping	51.507131	-0.06691	TBA44	TBA44	NULL
47	Warwick Avenue Station, Maida Vale	51.52334476	-0.183846408	TBA45	TBA45	NULL
48	Godliman Street, St. Paul's	51.51248445	-0.099141408	TBA46	TBA46	NULL
49	Curzon Street, Mayfair	51.50706909	-0.145904427	TBA47	TBA47	NULL
50	East Road, Hoxton	51.52867339	-0.087459376	TBA48	TBA48	NULL
51	Finsbury Library , Finsbury	51.52671796	-0.104298194	TBA49	TBA49	NULL
52	Roscoe Street, St. Luke's	51.52295439	-0.094934859	TBA50	TBA50	NULL
53	Grafton Street, Mayfair	51.5099923	-0.143495266	TBA51	TBA51	NULL
54	Golden Lane, Barbican	51.52174785	-0.094475072	TBA52	TBA52	NULL
55	Finsbury Circus, Liverpool Street	51.51707521	-0.086685542	TBA53	TBA53	NULL
56	Paddington Street, Marylebone	51.52058381	-0.154701411	TBA54	TBA54	NULL
57	Guilford Street , Bloomsbury	51.52334672	-0.120202614	TBA55	TBA55	NULL
58	New Inn Yard, Shoreditch	51.52452699	-0.079248081	TBA56	TBA56	NULL
60	Lisson Grove, St. John's Wood	51.52644828	-0.172190727	TBA57	TBA57	NULL
61	Great Dover Street, The Borough	51.49738251	-0.089446947	TBA58	TBA58	NULL
62	Cotton Garden Estate, Kennington	51.4907579	-0.106323685	TBA59	TBA59	NULL
63	Murray Grove , Hoxton	51.53089041	-0.089782579	TBA60	TBA60	NULL
64	William IV Street, Strand	51.50946212	-0.124749274	TBA61	TBA61	NULL
65	Gower Place , Euston	51.52522753	-0.13518856	TBA62	TBA62	NULL
66	Holborn Circus, Holborn	51.51795029	-0.108657431	TBA63	TBA63	NULL
67	Hatton Garden, Holborn	51.51882555	-0.108028472	TBA64	TBA64	NULL
68	Theobald's Road , Holborn	51.52059681	-0.116688468	TBA65	TBA65	NULL
69	Euston Road, Euston	51.5262363	-0.134407652	TBA66	TBA66	NULL
70	Calshot Street , King's Cross	51.53136059	-0.117069978	TBA67	TBA67	NULL
71	Newgate Street , St. Paul's	51.5154186	-0.098850915	TBA68	TBA68	NULL
72	Farringdon Lane, Clerkenwell	51.52352001	-0.108340165	TBA69	TBA69	NULL
73	Old Street Station, St. Luke's	51.52548	-0.089659871	TBA70	TBA70	NULL
74	Vauxhall Cross, Vauxhall	51.48591714	-0.124469948	TBA71	TBA71	NULL
75	Torrens Street, Angel	51.53219984	-0.105480698	TBA72	TBA72	NULL
76	Longford Street, The Regent's Park	51.52559505	-0.144083893	TBA73	TBA73	NULL
77	Russell Square Station, Bloomsbury	51.52341837	-0.124121774	TBA74	TBA74	NULL
78	Sadlers Sports Centre, Finsbury	51.52486887	-0.099489485	TBA75	TBA75	NULL
79	Arundel Street, Temple	51.511726	-0.11385596	TBA76	TBA76	NULL
80	Webber Street , Southwark	51.50069361	-0.102091246	TBA77	TBA77	NULL
81	Great Titchfield Street, Fitzrovia	51.52025302	-0.141327271	TBA78	TBA78	NULL
82	Chancery Lane, Holborn	51.514274	-0.111257	TBA79	TBA79	NULL
83	Panton Street, West End	51.50963938	-0.131510949	TBA80	TBA80	NULL
84	Breams Buildings, Holborn	51.51593725	-0.111778348	TBA81	TBA81	NULL
85	Tanner Street, Bermondsey	51.50064702	-0.078600401	TBA82	TBA82	NULL
86	Sancroft Street, Vauxhall	51.48947903	-0.115156562	TBA83	TBA83	NULL
87	Devonshire Square, Liverpool Street	51.51646835	-0.079684557	TBA84	TBA84	NULL
88	Bayley Street , Bloomsbury	51.51858757	-0.132053392	TBA85	TBA85	NULL
89	Tavistock Place, Bloomsbury	51.5262503	-0.123509611	TBA86	TBA86	NULL
90	Harrington Square 1, Camden Town	51.53301907	-0.139174593	TBA87	TBA87	NULL
91	Walnut Tree Walk, Vauxhall	51.49368637	-0.111014912	TBA88	TBA88	NULL
92	Borough Road, Elephant &amp; Castle	51.49889832	-0.100440521	TBA89	TBA89	NULL
93	Cloudesley Road, Angel	51.53440868	-0.109025404	TBA90	TBA90	NULL
94	Bricklayers Arms, Borough	51.49506109	-0.085814489	TBA91	TBA91	NULL
95	Aldersgate Street, Barbican	51.5208417	-0.097340162	TBA92	TBA92	NULL
96	Falkirk Street, Hoxton	51.53095071	-0.078505384	TBA93	TBA93	NULL
97	Gloucester Road (North), Kensington	51.49792478	-0.183834706	TBA94	TBA94	NULL
98	Hampstead Road, Euston	51.52554222	-0.138231303	TBA95	TBA95	NULL
99	Old Quebec Street, Marylebone	51.51457763	-0.158264483	TBA96	TBA96	NULL
100	Albert Embankment, Vauxhall	51.49043573	-0.122806861	TBA97	TBA97	NULL
101	Queen Street 1, Bank	51.51155322	-0.0929401	TBA98	TBA98	NULL
102	Jewry Street, Aldgate	51.51340693	-0.076793375	TBA99	TBA99	NULL
103	Vicarage Gate, Kensington	51.50472376	-0.192538767	TBA100	TBA100	NULL
104	Crosswall, Tower	51.51159481	-0.077121322	TBA101	TBA101	NULL
105	Westbourne Grove, Bayswater	51.51552971	-0.190240716	TBA102	TBA102	NULL
106	Woodstock Street, Mayfair	51.51410514	-0.147301667	TBA103	TBA103	NULL
107	Finsbury Leisure Centre, St. Luke's	51.52600832	-0.096317627	TBA104	TBA104	NULL
108	Abbey Orchard Street, Westminster	51.49812559	-0.132102166	TBA105	TBA105	NULL
109	Soho Square , Soho	51.51563144	-0.132328837	TBA106	TBA106	NULL
110	Wellington Road, St. John's Wood	51.53304322	-0.172528678	TBA107	TBA107	NULL
111	Park Lane , Hyde Park	51.5100172	-0.157275636	TBA108	TBA108	NULL
112	Stonecutter Street, Holborn	51.51580998	-0.105270275	TBA109	TBA109	NULL
113	Gloucester Road (Central), South Kensington	51.49646288	-0.183289032	TBA110	TBA110	NULL
114	Park Road (Baker Street), The Regent's Park	51.52451738	-0.158963647	TBA111	TBA111	NULL
115	Braham Street, Aldgate	51.51423368	-0.073537654	TBA112	TBA112	NULL
116	Little Argyll Street, West End	51.51449962	-0.141423695	TBA113	TBA113	NULL
117	Lollard Street, Vauxhall	51.49288067	-0.114934001	TBA114	TBA114	NULL
118	Rochester Row, Westminster	51.49582705	-0.13547809	TBA115	TBA115	NULL
119	Bath Street, St. Luke's	51.52589324	-0.090847761	TBA116	TBA116	NULL
120	The Guildhall, Guildhall	51.51573534	-0.093080779	TBA117	TBA117	NULL
121	Baker Street, Marylebone	51.51891348	-0.156166631	TBA118	TBA118	NULL
122	Norton Folgate, Liverpool Street	51.52111369	-0.078869751	TBA119	TBA119	NULL
123	St. John Street, Finsbury	51.52836014	-0.104724625	TBA120	TBA120	NULL
124	Eaton Square, Belgravia	51.49654462	-0.150905245	TBA121	TBA121	NULL
125	Borough High Street, The Borough	51.50069491	-0.094524319	TBA122	TBA122	NULL
126	Museum of London, Barbican	51.51782144	-0.096496865	TBA123	TBA123	NULL
127	Wood Street, Guildhall	51.51700801	-0.09388536	TBA124	TBA124	NULL
128	Emperor's Gate, South Kensington	51.49536226	-0.185296516	TBA125	TBA125	NULL
129	Golden Square, Soho	51.5118973	-0.137043852	TBA126	TBA126	NULL
130	Tower Gardens , Tower	51.50950627	-0.075459482	TBA127	TBA127	NULL
131	Eversholt Street , Camden Town	51.53300545	-0.136792671	TBA128	TBA128	NULL
132	Bethnal Green Road, Shoreditch	51.52364804	-0.074754872	TBA129	TBA129	NULL
133	Derry Street, Kensington	51.50136494	-0.191462381	TBA130	TBA130	NULL
134	Wapping High Street, Wapping	51.504904	-0.06797	TBA131	TBA131	NULL
135	Clerkenwell Green, Clerkenwell	51.52326004	-0.104708922	TBA132	TBA132	NULL
136	Queen Victoria Street, St. Paul's	51.51196176	-0.097441687	TBA133	TBA133	NULL
138	Green Street, Mayfair	51.51227622	-0.157436972	TBA134	TBA134	NULL
139	Lambeth Road, Vauxhall	51.49488108	-0.117974901	TBA135	TBA135	NULL
140	Finsbury Square , Moorgate	51.52096262	-0.085634242	TBA136	TBA136	NULL
141	Chapel Place, Marylebone	51.51530805	-0.147203711	TBA137	TBA137	NULL
142	West Cromwell Road, Earl's Court	51.49372451	-0.198286569	TBA138	TBA138	NULL
143	Pont Street, Knightsbridge	51.4968865	-0.161203828	TBA139	TBA139	NULL
144	Kennington Cross, Kennington	51.48894022	-0.111435796	TBA140	TBA140	NULL
145	Ilchester Place, Kensington	51.50074359	-0.202759212	TBA141	TBA141	NULL
146	Vauxhall Bridge , Pimlico	51.48836528	-0.129361842	TBA142	TBA142	NULL
147	Portugal Street, Holborn	51.51494305	-0.11614642	TBA143	TBA143	NULL
148	Tachbrook Street, Victoria	51.49211134	-0.138364847	TBA144	TBA144	NULL
149	Kennington Road Post Office, Oval	51.48478899	-0.110683213	TBA145	TBA145	NULL
150	Holy Trinity Brompton, Knightsbridge	51.49705603	-0.168917077	TBA146	TBA146	NULL
151	Chepstow Villas, Notting Hill	51.51213691	-0.201554966	TBA147	TBA147	NULL
152	Hampton Street, Walworth	51.49217002	-0.101536865	TBA148	TBA148	NULL
153	Bayswater Road, Hyde Park	51.511933	-0.174411	TBA149	TBA149	NULL
154	Waterloo Station 3, Waterloo	51.50379168	-0.11282408	TBA150	TBA150	NULL
155	Lexham Gardens, Kensington	51.49586666	-0.191933711	TBA151	TBA151	NULL
156	New Kent Road, The Borough	51.49443626	-0.092921165	TBA152	TBA152	NULL
157	Wright's Lane, Kensington	51.50039792	-0.193068385	TBA153	TBA153	NULL
158	Trebovir Road, Earl's Court	51.49085368	-0.196170309	TBA154	TBA154	NULL
160	Waterloo Place, St. James's	51.50663341	-0.131773845	TBA155	TBA155	NULL
161	Guildhouse Street, Victoria	51.49234577	-0.141334487	TBA156	TBA156	NULL
162	Southampton Place, Holborn	51.51760685	-0.121328408	TBA157	TBA157	NULL
163	Sloane Avenue, Knightsbridge	51.4931848	-0.167894973	TBA158	TBA158	NULL
164	Cleveland Gardens, Bayswater	51.515607	-0.183118788	TBA159	TBA159	NULL
165	Orsett Terrace, Bayswater	51.517932	-0.183716959	TBA160	TBA160	NULL
166	Seville Street, Knightsbridge	51.50185512	-0.159237081	TBA161	TBA161	NULL
167	Eccleston Place, Victoria	51.49395092	-0.147624377	TBA162	TBA162	NULL
168	Argyll Road, Kensington	51.50040123	-0.195455928	TBA163	TBA163	NULL
169	Porchester Place, Paddington	51.5147461	-0.165164	TBA164	TBA164	NULL
170	Hardwick Street, Clerkenwell	51.5278427	-0.1080682	TBA165	TBA165	NULL
171	Collingham Gardens, Earl's Court	51.4916156	-0.186753859	TBA166	TBA166	NULL
172	Sumner Place, South Kensington	51.49121192	-0.173715911	TBA167	TBA167	NULL
173	Waterloo Road, South Bank	51.50486	-0.113001	TBA168	TBA168	NULL
174	Strand, Strand	51.512582	-0.1150573	TBA169	TBA169	NULL
175	Worship Street, Shoreditch	51.521668	-0.079608554	TBA170	TBA170	NULL
176	Gloucester Terrace, Bayswater	51.51791921	-0.188098863	TBA171	TBA171	NULL
177	Ashley Place, Victoria	51.49616092	-0.140947636	TBA172	TBA172	NULL
178	Warwick Square, Pimlico	51.48985626	-0.141923621	TBA173	TBA173	NULL
180	North Audley Street, Mayfair	51.5129118	-0.153645496	TBA174	TBA174	NULL
181	Belgrave Square, Belgravia	51.49941247	-0.152317537	TBA175	TBA175	NULL
182	Bell Street , Marylebone	51.52202903	-0.165842551	TBA176	TBA176	NULL
183	Riverlight North, Nine Elms	51.482362	-0.13612398	TBA177	TBA177	NULL
184	Portland Place, Marylebone	51.52071513	-0.14521173	TBA178	TBA178	NULL
185	Alderney Street, Pimlico	51.48805753	-0.140741432	TBA179	TBA179	NULL
186	South Wharf Road, Paddington	51.51733558	-0.175810943	TBA180	TBA180	NULL
187	Queen's Gate (South), South Kensington	51.49247977	-0.178433004	TBA181	TBA181	NULL
188	Nutford Place, Marylebone	51.5165179	-0.164393768	TBA182	TBA182	NULL
189	Claremont Square, Angel	51.53166681	-0.109914711	TBA183	TBA183	NULL
190	Rampayne Street, Pimlico	51.48997562	-0.132845681	TBA184	TBA184	NULL
191	Hyde Park Corner, Hyde Park	51.50311799	-0.153520935	TBA185	TBA185	NULL
192	Wardour Street, Soho	51.51251523	-0.133201961	TBA186	TBA186	NULL
193	Bankside Mix, Bankside	51.50581776	-0.100186337	TBA187	TBA187	NULL
194	Hop Exchange, The Borough	51.50462759	-0.091773776	TBA188	TBA188	NULL
195	Milroy Walk, South Bank	51.50724437	-0.106237501	TBA189	TBA189	NULL
196	Union Street, The Borough	51.50368837	-0.098497684	TBA190	TBA190	NULL
197	Stamford Street, South Bank	51.50556905	-0.111606696	TBA191	TBA191	NULL
199	Great Tower Street, Monument	51.51048489	-0.082989638	TBA192	TBA192	NULL
201	Dorset Square, Marylebone	51.5225965	-0.161113413	TBA193	TBA193	NULL
202	Leman Street, Aldgate	51.51236389	-0.06954201	TBA194	TBA194	NULL
203	West Smithfield Rotunda, Farringdon	51.51821864	-0.100791005	TBA195	TBA195	NULL
204	Margery Street, Clerkenwell	51.52659961	-0.112432615	TBA196	TBA196	NULL
206	New Road 1 , Whitechapel	51.518154	-0.062697	TBA197	TBA197	NULL
207	Grosvenor Crescent, Belgravia	51.50135267	-0.153194766	TBA198	TBA198	NULL
208	Mallory Street, Marylebone	51.52505151	-0.166304359	TBA199	TBA199	NULL
209	Denyer Street, Knightsbridge	51.49358391	-0.165101392	TBA200	TBA200	NULL
210	Hinde Street, Marylebone	51.51681444	-0.151926305	TBA201	TBA201	NULL
211	Cadogan Place, Knightsbridge	51.49464523	-0.158105512	TBA202	TBA202	NULL
212	Campden Hill Road, Notting Hill	51.50658458	-0.199004026	TBA203	TBA203	NULL
213	Wellington Arch, Hyde Park	51.50274025	-0.149569201	TBA204	TBA204	NULL
214	Endsleigh Gardens, Euston	51.52683806	-0.130504336	TBA205	TBA205	NULL
215	Moorfields, Moorgate	51.51906932	-0.088285377	TBA206	TBA206	NULL
216	Old Brompton Road, South Kensington	51.49094565	-0.181190899	TBA207	TBA207	NULL
217	Wormwood Street, Liverpool Street	51.51615461	-0.082422399	TBA208	TBA208	NULL
218	St. Luke's Church, Chelsea	51.48971651	-0.170194408	TBA209	TBA209	NULL
219	Bramham Gardens, Earl's Court	51.49016361	-0.19039362	TBA210	TBA210	NULL
220	Chelsea Green, Chelsea	51.49066456	-0.166485083	TBA211	TBA211	NULL
221	Horseferry Road, Westminster	51.49481649	-0.13045856	TBA212	TBA212	NULL
222	Knightsbridge, Hyde Park	51.50275704	-0.155349725	TBA213	TBA213	NULL
223	Rodney Road , Walworth	51.49148474	-0.090220911	TBA214	TBA214	NULL
224	Queensway, Kensington Gardens	51.51031	-0.18740235	TBA215	TBA215	NULL
225	Notting Hill Gate Station, Notting Hill	51.50935342	-0.196422	TBA216	TBA216	NULL
226	Charles II Street, West End	51.50844614	-0.131961389	TBA217	TBA217	NULL
227	Great Percy Street, Clerkenwell	51.52891573	-0.115480888	TBA218	TBA218	NULL
228	St. James's Square, St. James's	51.50742485	-0.134621209	TBA219	TBA219	NULL
229	Whitehall Place, Strand	51.50654321	-0.123179697	TBA220	TBA220	NULL
230	Poured Lines, Bankside	51.50669284	-0.103137426	TBA221	TBA221	NULL
231	Queen's Gate (Central), South Kensington	51.49396755	-0.17873226	TBA222	TBA222	NULL
232	Carey Street, Holborn	51.51501025	-0.112753217	TBA223	TBA223	NULL
233	Pall Mall East, West End	51.50777049	-0.130699733	TBA224	TBA224	NULL
234	Liverpool Road (N1 Centre), Angel	51.53450449	-0.106992706	TBA225	TBA225	NULL
235	Kennington Road  , Vauxhall	51.49571828	-0.110889274	TBA226	TBA226	NULL
236	Fashion Street, Whitechapel	51.51838043	-0.073438925	TBA227	TBA227	NULL
237	Dock Street, Wapping	51.50978602	-0.068161981	TBA228	TBA228	NULL
238	Frampton Street, Paddington	51.5233534	-0.175116099	TBA229	TBA229	NULL
239	Warren Street Station, Euston	51.52443845	-0.138019439	TBA230	TBA230	NULL
242	Beaumont Street, Marylebone	51.52200801	-0.151359288	TBA231	TBA231	NULL
243	Gloucester Street, Pimlico	51.49096258	-0.139625122	TBA232	TBA232	NULL
244	Earnshaw Street , Covent Garden	51.51611887	-0.128585022	TBA233	TBA233	NULL
245	Grosvenor Road, Pimlico	51.4853572	-0.142207481	TBA234	TBA234	NULL
246	Berry Street, Clerkenwell	51.52285301	-0.099994052	TBA235	TBA235	NULL
247	St. John's Wood Church, The Regent's Park	51.530529	-0.167515	TBA236	TBA236	NULL
248	Triangle Car Park, Hyde Park	51.50645179	-0.170279555	TBA237	TBA237	NULL
249	Harper Road, The Borough	51.49859784	-0.096191134	TBA238	TBA238	NULL
250	Royal Avenue 1, Chelsea	51.489932	-0.162727	TBA239	TBA239	NULL
251	Brushfield Street, Liverpool Street	51.518908	-0.079249	TBA240	TBA240	NULL
253	Shoreditch Park, Hoxton	51.53404294	-0.086379717	TBA241	TBA241	NULL
254	Chadwell Street, Angel	51.53051587	-0.106408455	TBA242	TBA242	NULL
255	Clifton Road, Maida Vale	51.52557531	-0.179592915	TBA243	TBA243	NULL
256	Houghton Street, Strand	51.51362054	-0.116764211	TBA244	TBA244	NULL
257	Westminster University, Marylebone	51.52248185	-0.154907218	TBA245	TBA245	NULL
258	Kensington Gore, Knightsbridge	51.50143293	-0.178656971	TBA246	TBA246	NULL
259	Bourne Street, Belgravia	51.490959	-0.1532331	TBA247	TBA247	NULL
260	Broadwick Street, Soho	51.5136846	-0.135580879	TBA248	TBA248	NULL
261	Princes Square, Bayswater	51.5134891	-0.191351186	TBA249	TBA249	NULL
262	LSBU (Borough Road), Elephant &amp; Castle	51.49874469	-0.103132904	TBA250	TBA250	NULL
263	St. Mary Axe, Aldgate	51.51422502	-0.080660083	TBA251	TBA251	NULL
264	Tysoe Street, Clerkenwell	51.52644342	-0.109256828	TBA252	TBA252	NULL
265	Southwick Street, Paddington	51.51595344	-0.169249375	TBA253	TBA253	NULL
266	Queen's Gate (North), Kensington	51.50102668	-0.180246101	TBA254	TBA254	NULL
267	Regency Street, Westminster	51.49206037	-0.132224622	TBA255	TBA255	NULL
268	Belgrave Road, Victoria	51.49320445	-0.144132875	TBA256	TBA256	NULL
269	Empire Square, The Borough	51.50082346	-0.089740764	TBA257	TBA257	NULL
270	Kennington Lane Rail Bridge, Vauxhall	51.4863434	-0.122492418	TBA258	TBA258	NULL
271	London Zoo,  The Regent's Park	51.53583617	-0.156285395	TBA259	TBA259	NULL
272	Baylis Road, Waterloo	51.50144456	-0.110699309	TBA260	TBA260	NULL
273	Belvedere Road 1, South Bank	51.50613324	-0.114686385	TBA261	TBA261	NULL
274	Warwick Road, Olympia	51.49671237	-0.20528437	TBA262	TBA262	NULL
275	Barbican Centre, Barbican	51.52004497	-0.092176447	TBA263	TBA263	NULL
276	Lower Thames Street, Monument	51.50930161	-0.084985356	TBA264	TBA264	NULL
277	Kensington Church Street, Kensington	51.50315739	-0.191496313	TBA265	TBA265	NULL
278	Tooley Street, Bermondsey	51.5034938	-0.07962099	TBA266	TBA266	NULL
279	North Wharf Road, Paddington	51.51862243	-0.176645823	TBA267	TBA267	NULL
280	Royal Avenue 2, Chelsea	51.490083	-0.162418	TBA268	TBA268	NULL
281	Smith Square, Westminster	51.49580589	-0.127575233	TBA269	TBA269	NULL
282	Royal London Hospital, Whitechapel	51.518675	-0.06111	TBA270	TBA270	NULL
283	Kingsway, Covent Garden	51.51440928	-0.118478757	TBA271	TBA271	NULL
284	Lambeth North Station, Waterloo	51.49914063	-0.112031483	TBA272	TBA272	NULL
286	St. John's Wood Road, St. John's Wood	51.5272947	-0.174653609	TBA273	TBA273	NULL
287	Bedford Way, Bloomsbury	51.52367314	-0.128377673	TBA274	TBA274	NULL
288	Elizabeth Bridge, Victoria	51.49236962	-0.147478734	TBA275	TBA275	NULL
289	South Audley Street, Mayfair	51.50923	-0.15129	TBA276	TBA276	NULL
290	St Mary's Hospital, Paddington	51.518268	-0.17110323	TBA277	TBA277	NULL
291	Claverton Street, Pimlico	51.48483991	-0.138089062	TBA278	TBA278	NULL
292	Montpelier Street, Knightsbridge	51.49888404	-0.165471605	TBA279	TBA279	NULL
293	Kensington Olympia Station, Olympia	51.49815779	-0.209494128	TBA280	TBA280	NULL
294	St. George's Square, Pimlico	51.488226	-0.135635511	TBA281	TBA281	NULL
295	Swan Street, The Borough	51.50029631	-0.092762704	TBA282	TBA282	NULL
296	Knaresborough Place, Earl's Court	51.49363156	-0.190603326	TBA283	TBA283	NULL
297	Geraldine Street, Elephant &amp; Castle	51.49612799	-0.106000855	TBA284	TBA284	NULL
298	Curlew Street, Shad Thames	51.50227992	-0.074189225	TBA285	TBA285	NULL
299	Vincent Square, Westminster	51.49398524	-0.136928582	TBA286	TBA286	NULL
300	Serpentine Car Park, Hyde Park	51.505014	-0.17306032	TBA287	TBA287	NULL
301	Marylebone Lane, Marylebone	51.51475963	-0.148105415	TBA288	TBA288	NULL
302	Putney Pier, Wandsworth	51.466907	-0.216573	TBA289	TBA289	NULL
303	Albert Gate, Hyde Park	51.50295379	-0.158456089	TBA290	TBA290	NULL
306	Rathbone Street, Fitzrovia	51.51816295	-0.135025698	TBA291	TBA291	NULL
307	Black Lion Gate, Kensington Gardens	51.50990837	-0.187842717	TBA292	TBA292	NULL
308	Long Lane , Bermondsey	51.49907558	-0.085666316	TBA293	TBA293	NULL
309	Embankment (Savoy), Strand	51.50963123	-0.119047563	TBA294	TBA294	NULL
310	Black Prince Road, Vauxhall	51.4908679	-0.116911864	TBA295	TBA295	NULL
311	Foley Street, Fitzrovia	51.51918144	-0.140485596	TBA296	TBA296	NULL
312	Grove End Road, St. John's Wood	51.53088935	-0.176770502	TBA297	TBA297	NULL
313	Wells Street, Fitzrovia	51.51734403	-0.138072691	TBA298	TBA298	NULL
314	Tyers Gate, Bermondsey	51.50088934	-0.083159352	TBA299	TBA299	NULL
315	The Tennis Courts, The Regent's Park	51.52536703	-0.153463612	TBA300	TBA300	NULL
316	Warwick Row, Westminster	51.497998	-0.14296064	TBA301	TBA301	NULL
317	Dickens Square, Borough	51.49679128	-0.093913472	TBA302	TBA302	NULL
318	Sackville Street, Mayfair	51.51004801	-0.138846453	TBA303	TBA303	NULL
319	Baldwin Street, St. Luke's	51.52702563	-0.088542771	TBA304	TBA304	NULL
320	Queen Mother Sports Centre, Victoria	51.49357351	-0.139956043	TBA305	TBA305	NULL
321	Bermondsey Street, Bermondsey	51.49785559	-0.081608045	TBA306	TBA306	NULL
322	Palissy Street, Shoreditch	51.526293	-0.073955	TBA307	TBA307	NULL
323	Clifton Street, Shoreditch	51.523196	-0.083067	TBA308	TBA308	NULL
324	Ontario Street, Elephant &amp; Castle	51.49652013	-0.101384068	TBA309	TBA309	NULL
325	St. Martin's Street, West End	51.50908747	-0.129697889	TBA310	TBA310	NULL
326	Graham Street, Angel	51.53266186	-0.099981142	TBA311	TBA311	NULL
328	New North Road 2, Hoxton	51.53114	-0.086016	TBA312	TBA312	NULL
329	Prince Albert Road, The Regent's Park	51.53589283	-0.160854428	TBA313	TBA313	NULL
330	Eastbourne Mews, Paddington	51.51641749	-0.179135079	TBA314	TBA314	NULL
331	Bunhill Row, Moorgate	51.52085887	-0.089887855	TBA315	TBA315	NULL
332	Nevern Place, Earl's Court	51.49334336	-0.194757949	TBA316	TBA316	NULL
333	Palace Gardens Terrace, Notting Hill	51.50860544	-0.193764092	TBA317	TBA317	NULL
334	Concert Hall Approach 1, South Bank	51.505044	-0.115851	TBA318	TBA318	NULL
335	Tavistock Street, Covent Garden	51.51196803	-0.120718759	TBA319	TBA319	NULL
336	Concert Hall Approach 2, South Bank	51.504942	-0.115533	TBA320	TBA320	NULL
337	Pembridge Villas, Notting Hill	51.51108452	-0.197524944	TBA321	TBA321	NULL
338	Wellington Street , Strand	51.51175646	-0.119643424	TBA322	TBA322	NULL
339	Risinghill Street, Angel	51.5333196	-0.1117812	TBA323	TBA323	NULL
340	Bank of England Museum, Bank	51.51444134	-0.087587447	TBA324	TBA324	NULL
341	Craven Street, Strand	51.50810309	-0.12602103	TBA325	TBA325	NULL
